rank,Category,final_score,skill_match_pct,similarity_pct,matched_count,missing_count,matched_skills,missing_skills
81,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
82,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
83,PUBLIC-RELATIONS,5.0,8.33,0.0,2,22,"['communication', 'r']","['agile', 'aws', 'azure', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
84,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
85,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
86,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
87,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
88,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
89,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
90,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
91,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['communication', 'r']","['agile', 'aws', 'azure', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
92,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
93,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
94,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
95,PUBLIC-RELATIONS,5.0,8.33,0.0,2,22,"['communication', 'r']","['agile', 'aws', 'azure', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
96,PUBLIC-RELATIONS,5.0,8.33,0.0,2,22,"['communication', 'r']","['agile', 'aws', 'azure', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
97,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
98,AGRICULTURE,5.0,8.33,0.0,2,22,"['communication', 'r']","['agile', 'aws', 'azure', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
99,PUBLIC-RELATIONS,5.0,8.33,0.0,2,22,"['communication', 'r']","['agile', 'aws', 'azure', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
100,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
101,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
102,PUBLIC-RELATIONS,5.0,8.33,0.0,2,22,"['communication', 'r']","['agile', 'aws', 'azure', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
103,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
104,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
105,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
106,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
107,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
108,PUBLIC-RELATIONS,5.0,8.33,0.0,2,22,"['communication', 'r']","['agile', 'aws', 'azure', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
109,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
110,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
111,DIGITAL-MEDIA,5.0,8.33,0.0,2,22,"['git', 'r']","['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
112,ADVOCATE,4.98,4.17,6.19,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
113,AVIATION,4.95,4.17,6.11,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
114,FITNESS,4.85,4.17,5.88,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
115,CHEF,4.83,4.17,5.81,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
116,SALES,4.83,4.17,5.81,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
117,TEACHER,4.81,4.17,5.77,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
118,CONSTRUCTION,4.81,4.17,5.76,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
119,ACCOUNTANT,4.81,4.17,5.76,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
120,CHEF,4.75,4.17,5.63,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
121,BANKING,4.72,4.17,5.55,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
122,TEACHER,4.71,4.17,5.53,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
123,TEACHER,4.7,4.17,5.49,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
124,SALES,4.7,4.17,5.5,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
125,DESIGNER,4.69,4.17,5.47,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
126,INFORMATION-TECHNOLOGY,4.69,4.17,5.47,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
127,DESIGNER,4.68,4.17,5.45,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
128,ACCOUNTANT,4.67,4.17,5.42,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
129,CHEF,4.65,4.17,5.36,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
130,INFORMATION-TECHNOLOGY,4.65,4.17,5.37,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
131,CHEF,4.63,4.17,5.32,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
132,HR,4.62,4.17,5.29,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
133,FITNESS,4.61,4.17,5.27,1,23,['r'],"['agile', 'aws', 'azure', 'communication', 'computer vision', 'data analysis', 'data mining', 'data visualization', 'deep learning', 'git', 'machine learning', 'matplotlib', 'neural network', 'nlp', 'numpy', 'pandas', 'python', 'pytorch', 'scikit', 'sql', 'statistics', 'tableau', 'tensorflow']"
